inventory_key,inventory_scope,recipe_id,title,category,source,source_url,source_license,content_origin,difficulty,servings,prep_time,cook_time,total_time,ingredient_count,step_count,beginner_review_status,actual_cooking_test_status,image_rights_status,publish_status,last_reviewed_at,reviewer,source_record_status,source_type_original,source_type_app_projection,attribution,current_public_exposure
live_supabase:3a28497e-bfa0-4256-8cd1-38f356435bf2,live_supabase,3a28497e-bfa0-4256-8cd1-38f356435bf2,닭날개튀김,반찬,mfds:451,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:49606269-fc0a-42de-8177-4a8ca096a72c,live_supabase,49606269-fc0a-42de-8177-4a8ca096a72c,떡완자조림,반찬,mfds:453,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:ed2c8a35-b044-4560-af86-f0083d8ac8e2,live_supabase,ed2c8a35-b044-4560-af86-f0083d8ac8e2,계만두,반찬,mfds:245,,,public_api,,,,,,18,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:3239ab1a-2f1c-453f-8b23-d8d948a6ad97,live_supabase,3239ab1a-2f1c-453f-8b23-d8d948a6ad97,삼계선,반찬,mfds:246,,,public_api,,,,,,8,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:289d4a85-600e-4d92-ad8a-251e7354d439,live_supabase,289d4a85-600e-4d92-ad8a-251e7354d439,쇠고기표고찜,반찬,mfds:247,,,public_api,,,,,,15,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:1a313dfd-f858-47c1-afea-82378c005822,live_supabase,1a313dfd-f858-47c1-afea-82378c005822,떡갈비찜,반찬,mfds:248,,,public_api,,,,,,13,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:b599b91a-09da-4064-aac7-ee43a1594d1f,live_supabase,b599b91a-09da-4064-aac7-ee43a1594d1f,토마토오리볶음,반찬,mfds:253,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:53acc616-4789-4521-bc19-dda3b701e7ac,live_supabase,53acc616-4789-4521-bc19-dda3b701e7ac,해산물두부샌드,반찬,mfds:249,,,public_api,,,,,,9,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:88df71ca-b1de-49f1-a115-d89a537e0c0a,live_supabase,88df71ca-b1de-49f1-a115-d89a537e0c0a,단호박제육볶음,반찬,mfds:250,,,public_api,,,,,,15,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:5f71fa35-5651-4b5e-ac03-bfd30eb11e6a,live_supabase,5f71fa35-5651-4b5e-ac03-bfd30eb11e6a,버섯콩불고기,반찬,mfds:251,,,public_api,,,,,,22,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:54276bd8-336a-4bb8-b712-2585bddf8d27,live_supabase,54276bd8-336a-4bb8-b712-2585bddf8d27,구운 바나나,후식,mfds:212,,,public_api,,,,,,4,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:cfb4d078-bc14-4273-b1f1-1339bb2574f0,live_supabase,cfb4d078-bc14-4273-b1f1-1339bb2574f0,차돌박이볶음,반찬,mfds:252,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:ca80a54c-c962-493a-909c-6109332ffbc3,live_supabase,ca80a54c-c962-493a-909c-6109332ffbc3,토마토두루치기,반찬,mfds:254,,,public_api,,,,,,19,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:8b45403c-8557-4189-b255-b6ad830c36d4,live_supabase,8b45403c-8557-4189-b255-b6ad830c36d4,검은콩피시볼조림,반찬,mfds:255,,,public_api,,,,,,14,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:bd39b709-e298-46ba-b205-6e049b59be65,live_supabase,bd39b709-e298-46ba-b205-6e049b59be65,대하조림,반찬,mfds:256,,,public_api,,,,,,10,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:51be8649-3ead-484c-966f-a40a15c4ad11,live_supabase,51be8649-3ead-484c-966f-a40a15c4ad11,묵은지가지말이,반찬,mfds:257,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:c5e7b668-1507-4f0e-8cf4-3bd1bced0e66,live_supabase,c5e7b668-1507-4f0e-8cf4-3bd1bced0e66,함초타락죽,밥,mfds:355,,,public_api,,,,,,6,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:f45c2429-0b4f-41b1-a440-cc20d68ab920,live_supabase,f45c2429-0b4f-41b1-a440-cc20d68ab920,산채쌀파스타,일품,mfds:303,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:fa688a3c-f757-400f-b3c0-5f2b473f8aac,live_supabase,fa688a3c-f757-400f-b3c0-5f2b473f8aac,삼합잡채,반찬,mfds:357,,,public_api,,,,,,14,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:d4300db6-d740-47cc-9e43-343503ba4c41,live_supabase,d4300db6-d740-47cc-9e43-343503ba4c41,과일무스 테린,후식,mfds:214,,,public_api,,,,,,7,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:ad4839d1-807d-4ed0-9a3d-934b94bd0238,live_supabase,ad4839d1-807d-4ed0-9a3d-934b94bd0238,고등어카레탕수,반찬,mfds:358,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:edb65eab-7266-4601-a173-6e400d504433,live_supabase,edb65eab-7266-4601-a173-6e400d504433,효도강정,후식,mfds:359,,,public_api,,,,,,8,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:2024763b-71ca-494f-8f20-a69fb24cb9e5,live_supabase,2024763b-71ca-494f-8f20-a69fb24cb9e5,비트양파김치,반찬,mfds:360,,,public_api,,,,,,8,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4fc959bf-c7ed-45ee-9334-9853535ccfb7,live_supabase,4fc959bf-c7ed-45ee-9334-9853535ccfb7,관자브로콜리스프,일품,mfds:361,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:33d0ef4a-a2e2-4a6a-a14d-f16c7f1efa4f,live_supabase,33d0ef4a-a2e2-4a6a-a14d-f16c7f1efa4f,두부까나페,반찬,mfds:367,,,public_api,,,,,,13,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:11182418-1b53-4943-8fb1-f1a9a03b7cb3,live_supabase,11182418-1b53-4943-8fb1-f1a9a03b7cb3,두부청국장죽,밥,mfds:368,,,public_api,,,,,,14,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:795f8bd4-828c-497b-ad02-3ce2a34c49cc,live_supabase,795f8bd4-828c-497b-ad02-3ce2a34c49cc,곤약잡채,반찬,mfds:362,,,public_api,,,,,,18,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:0b74cb73-17e4-4d32-86dd-6583a9ca7fec,live_supabase,0b74cb73-17e4-4d32-86dd-6583a9ca7fec,미역 닭가슴살전,반찬,mfds:363,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:3a953dde-a316-4385-ada2-2e19570e485a,live_supabase,3a953dde-a316-4385-ada2-2e19570e485a,두가지묵샐러드,반찬,mfds:364,,,public_api,,,,,,11,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:d34ac3ce-2e7f-4dae-9b69-2d94f40ad6f5,live_supabase,d34ac3ce-2e7f-4dae-9b69-2d94f40ad6f5,블루베리양갱,후식,mfds:365,,,public_api,,,,,,5,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:8cc447cf-8d38-41bb-9421-2e47ddbef127,live_supabase,8cc447cf-8d38-41bb-9421-2e47ddbef127,장어찜,반찬,mfds:366,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4a920968-9ab7-450e-80e1-08c7c0a1e210,live_supabase,4a920968-9ab7-450e-80e1-08c7c0a1e210,망고샐러드,반찬,mfds:369,,,public_api,,,,,,15,4,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:01266f2e-fa64-4e5e-b12c-20643e9a07de,live_supabase,01266f2e-fa64-4e5e-b12c-20643e9a07de,토마토젤리,후식,mfds:470,,,public_api,,,,,,6,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:7bafa889-0602-4ad7-9ef3-be57de0c2c4a,live_supabase,7bafa889-0602-4ad7-9ef3-be57de0c2c4a,샌드스테이크,반찬,mfds:471,,,public_api,,,,,,15,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:13cc74a8-cd85-4b2e-bed1-a761cc8f7fb6,live_supabase,13cc74a8-cd85-4b2e-bed1-a761cc8f7fb6,소고기볼게살타르,반찬,mfds:476,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:f7bfbe3b-82b8-4a29-886d-b9437294ad2e,live_supabase,f7bfbe3b-82b8-4a29-886d-b9437294ad2e,겨자 오이고추소박이,반찬,mfds:144,,,public_api,,,,,,8,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:e6ce2c16-e7bb-4d99-9901-43a1ad0c1b1a,live_supabase,e6ce2c16-e7bb-4d99-9901-43a1ad0c1b1a,맥적구이,반찬,mfds:472,,,public_api,,,,,,20,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:735a475d-5780-4fe8-9353-996f8275ee4b,live_supabase,735a475d-5780-4fe8-9353-996f8275ee4b,채소어묵,반찬,mfds:473,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:96b85f5a-47d5-49c4-b5b5-b5f9f05a18f0,live_supabase,96b85f5a-47d5-49c4-b5b5-b5f9f05a18f0,주꾸미보리죽,밥,mfds:474,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:a192afef-fee4-4b57-a63e-44726349c4c0,live_supabase,a192afef-fee4-4b57-a63e-44726349c4c0,오렌지삼겹찜,반찬,mfds:475,,,public_api,,,,,,13,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:471ddc8f-accf-4c80-9fa7-df899e196664,live_supabase,471ddc8f-accf-4c80-9fa7-df899e196664,수삼떡갈비,반찬,mfds:477,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:9787998a-17c9-45b1-ac69-d89a7f78363f,live_supabase,9787998a-17c9-45b1-ac69-d89a7f78363f,삼색딤섬,반찬,mfds:478,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:e084ee79-5c05-40ff-a7c0-76cdbc9c09d5,live_supabase,e084ee79-5c05-40ff-a7c0-76cdbc9c09d5,밥크로켓,밥,mfds:479,,,public_api,,,,,,14,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:e3b9916b-a4a2-473b-afa8-1fbbc1b81e52,live_supabase,e3b9916b-a4a2-473b-afa8-1fbbc1b81e52,가지토마토구이,반찬,mfds:480,,,public_api,,,,,,8,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:89ef9511-c8d0-43f3-a88c-f8aa0db89fee,live_supabase,89ef9511-c8d0-43f3-a88c-f8aa0db89fee,실치오이 초절임,반찬,mfds:145,,,public_api,,,,,,5,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:12852631-2f08-44cc-9b2a-e30b07f7b6aa,live_supabase,12852631-2f08-44cc-9b2a-e30b07f7b6aa,냉파스타,일품,mfds:482,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:de54bd22-738b-4f00-958b-d0d430b45a5c,live_supabase,de54bd22-738b-4f00-958b-d0d430b45a5c,과일겉절이,반찬,mfds:483,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:45ec2a62-279a-4991-a6c6-a09b28fcdc31,live_supabase,45ec2a62-279a-4991-a6c6-a09b28fcdc31,버섯탕수,반찬,mfds:484,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4a7185b3-47ae-45fb-9df6-285543369e65,live_supabase,4a7185b3-47ae-45fb-9df6-285543369e65,아보카도 연어샐러드,반찬,mfds:604,,,public_api,,,,,,9,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:bd7cc071-214c-4640-b0d0-f9a98984c1f5,live_supabase,bd7cc071-214c-4640-b0d0-f9a98984c1f5,오렌지마리네이드 돼지고기,일품,mfds:605,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:71e4a6e4-5b21-4730-85a9-165bff36c517,live_supabase,71e4a6e4-5b21-4730-85a9-165bff36c517,인삼갈비탕,국&찌개,mfds:606,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:0bb12b4d-6af8-4f7f-8b1e-3b760e7e08bc,live_supabase,0bb12b4d-6af8-4f7f-8b1e-3b760e7e08bc,체리젤리를 곁들인 고구마무스,후식,mfds:607,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:d5723336-32c9-4ce7-bf48-15a4fbe208ee,live_supabase,d5723336-32c9-4ce7-bf48-15a4fbe208ee,카레닭 룰라이드,일품,mfds:608,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:83915f05-8ff1-44ab-a697-4db1fe8274a8,live_supabase,83915f05-8ff1-44ab-a697-4db1fe8274a8,감닭떡갈비,반찬,mfds:614,,,public_api,,,,,,10,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:0e1abff7-7b7f-4929-b17a-964f927acfab,live_supabase,0e1abff7-7b7f-4929-b17a-964f927acfab,세 가지곡물콩라미수,후식,mfds:609,,,public_api,,,,,,10,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:21d2d9b4-8dbb-4c4a-85a2-43512079bcb1,live_supabase,21d2d9b4-8dbb-4c4a-85a2-43512079bcb1,크림치즈 망고무스,후식,mfds:610,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:6078cdc8-246d-47dc-8d27-43a0b3d1df49,live_supabase,6078cdc8-246d-47dc-8d27-43a0b3d1df49,토마토주스를곁들인컵토마토,반찬,mfds:611,,,public_api,,,,,,6,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:0e51d136-be0d-4aab-a1f3-cc8acbd2932b,live_supabase,0e51d136-be0d-4aab-a1f3-cc8acbd2932b,해산물 훈제연어롤,반찬,mfds:612,,,public_api,,,,,,15,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:7aeda3ae-2ec8-4a5a-84ec-3dadece4ac73,live_supabase,7aeda3ae-2ec8-4a5a-84ec-3dadece4ac73,인절미 무스와 수정과 아이스크림,후식,mfds:613,,,public_api,,,,,,9,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:a7583358-a311-47ca-81df-bb3b63c88a22,live_supabase,a7583358-a311-47ca-81df-bb3b63c88a22,겨자아욱쌈밥,밥,mfds:615,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:e1479bb2-52a7-423c-96bd-e6eb0fca185a,live_supabase,e1479bb2-52a7-423c-96bd-e6eb0fca185a,다마고도후,반찬,mfds:616,,,public_api,,,,,,7,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:f4d7bb1a-0a49-4871-8edc-d12d1fe4148a,live_supabase,f4d7bb1a-0a49-4871-8edc-d12d1fe4148a,단호박생채,반찬,mfds:617,,,public_api,,,,,,12,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:dabca807-69ac-48fd-9867-669dd27a7d7b,live_supabase,dabca807-69ac-48fd-9867-669dd27a7d7b,닭가슴살 스테이크,일품,mfds:618,,,public_api,,,,,,10,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:2adedb66-a951-4220-ab21-1f9cde8a0a28,live_supabase,2adedb66-a951-4220-ab21-1f9cde8a0a28,마늘드레싱을 곁들인 키위샐러드,반찬,mfds:77,,,public_api,,,,,,11,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4e4fb2d2-12ec-45fc-aa9f-790dbf810310,live_supabase,4e4fb2d2-12ec-45fc-aa9f-790dbf810310,깻잎향을 입힌 관자 샐러드,반찬,mfds:78,,,public_api,,,,,,8,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:b4436aa1-25c9-44ae-ba14-4ff5865ad271,live_supabase,b4436aa1-25c9-44ae-ba14-4ff5865ad271,건강그린 샐러드와 고소한 두유드레싱,반찬,mfds:82,,,public_api,,,,,,12,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:406c6d54-aa79-41c8-8710-2a79125ea281,live_supabase,406c6d54-aa79-41c8-8710-2a79125ea281,케일 오미자 샐러드,반찬,mfds:85,,,public_api,,,,,,10,4,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:31b112ff-3248-439d-b2ce-162ee9443b41,live_supabase,31b112ff-3248-439d-b2ce-162ee9443b41,꼬막 달래 된장 무침,반찬,mfds:163,,,public_api,,,,,,11,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:dc55c03c-e6ab-4806-9711-d47c0fdd6e11,live_supabase,dc55c03c-e6ab-4806-9711-d47c0fdd6e11,베이컨 가지 말이,반찬,mfds:165,,,public_api,,,,,,18,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:a8a362e8-ae23-43e5-b160-be98021886b1,live_supabase,a8a362e8-ae23-43e5-b160-be98021886b1,청국장소스 연어 스테이크,일품,mfds:172,,,public_api,,,,,,8,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:e45c222b-44ab-41d6-94e0-d680229d264b,live_supabase,e45c222b-44ab-41d6-94e0-d680229d264b,두부곤약조림,반찬,mfds:258,,,public_api,,,,,,11,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:514d6bfd-2e46-4a45-a5ae-2666dd8e0a6a,live_supabase,514d6bfd-2e46-4a45-a5ae-2666dd8e0a6a,아귀나가사키조림,반찬,mfds:259,,,public_api,,,,,,18,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:6398978e-92f0-46c3-954f-228ec10d1894,live_supabase,6398978e-92f0-46c3-954f-228ec10d1894,카레가자미조림,반찬,mfds:260,,,public_api,,,,,,18,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:909f23ad-6aec-4059-bcad-e3c0ca89bb46,live_supabase,909f23ad-6aec-4059-bcad-e3c0ca89bb46,타콤소스닭조림,반찬,mfds:261,,,public_api,,,,,,20,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4e6748ec-7f73-42ba-af77-88e133fb91e7,live_supabase,4e6748ec-7f73-42ba-af77-88e133fb91e7,토마토콩조림,반찬,mfds:262,,,public_api,,,,,,8,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:2b2be0c4-9a44-4b65-a70c-f12f0965f37b,live_supabase,2b2be0c4-9a44-4b65-a70c-f12f0965f37b,관자해장국,국&찌개,mfds:263,,,public_api,,,,,,16,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:054a3dcd-b6ac-405a-a262-734c75fa90e5,live_supabase,054a3dcd-b6ac-405a-a262-734c75fa90e5,견과류들깨해장탕,국&찌개,mfds:264,,,public_api,,,,,,11,4,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:b46d259f-7b53-49a4-bf88-310e18657e15,live_supabase,b46d259f-7b53-49a4-bf88-310e18657e15,뿌리채소들깨수제비,국&찌개,mfds:265,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:3283fb17-bedf-4e28-b5bf-81ca66cfa195,live_supabase,3283fb17-bedf-4e28-b5bf-81ca66cfa195,대구지리탕,국&찌개,mfds:266,,,public_api,,,,,,14,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:1d8059aa-d7af-46f4-a87c-61b20826bf37,live_supabase,1d8059aa-d7af-46f4-a87c-61b20826bf37,양지해장국,국&찌개,mfds:267,,,public_api,,,,,,10,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:36e82528-7acb-446c-beb9-2005d45d77f7,live_supabase,36e82528-7acb-446c-beb9-2005d45d77f7,토마토돼지고기해장국,국&찌개,mfds:268,,,public_api,,,,,,15,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:b0a54125-f35c-4d8f-9816-7ea539e73d3e,live_supabase,b0a54125-f35c-4d8f-9816-7ea539e73d3e,효종갱,국&찌개,mfds:269,,,public_api,,,,,,11,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:41f87310-97f1-4fc9-9a37-8c8d9e537df6,live_supabase,41f87310-97f1-4fc9-9a37-8c8d9e537df6,해물토마토김치찌개,국&찌개,mfds:270,,,public_api,,,,,,18,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4922ea24-d1bc-4c27-bf17-da70a6ce1efa,live_supabase,4922ea24-d1bc-4c27-bf17-da70a6ce1efa,땅콩소스 버섯가지나물,반찬,mfds:21,,,public_api,,,,,,7,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:caa75766-613c-489d-a1eb-c5110fdf5a7e,live_supabase,caa75766-613c-489d-a1eb-c5110fdf5a7e,유자향의 곤약 냉채,반찬,mfds:96,,,public_api,,,,,,12,3,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:4fce8de0-23d2-421a-b272-55cf3a0f4d6a,live_supabase,4fce8de0-23d2-421a-b272-55cf3a0f4d6a,새우단배추된장국,국&찌개,mfds:284,,,public_api,,,,,,14,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:3bef9ed9-4cd6-4f04-ae20-2a2a2ec07efb,live_supabase,3bef9ed9-4cd6-4f04-ae20-2a2a2ec07efb,검은콩보리된장찌개,국&찌개,mfds:285,,,public_api,,,,,,13,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:23a154bb-5c85-4bef-ba0b-446ae3989ef2,live_supabase,23a154bb-5c85-4bef-ba0b-446ae3989ef2,단호박배추된장국,국&찌개,mfds:286,,,public_api,,,,,,8,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:997d4818-ed3b-4684-b00f-76987d524c1a,live_supabase,997d4818-ed3b-4684-b00f-76987d524c1a,된장냉국,국&찌개,mfds:287,,,public_api,,,,,,16,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:7c231c56-8846-4f69-b43e-d28edd752e4a,live_supabase,7c231c56-8846-4f69-b43e-d28edd752e4a,들깨된장육개장,국&찌개,mfds:288,,,public_api,,,,,,17,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:c6e5b9f3-0c3b-4aaf-abf4-f9ffe5631ba0,live_supabase,c6e5b9f3-0c3b-4aaf-abf4-f9ffe5631ba0,삼색묵냉국,국&찌개,mfds:289,,,public_api,,,,,,28,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:02e22850-686c-4f3a-a693-5f4d62ec18f7,live_supabase,02e22850-686c-4f3a-a693-5f4d62ec18f7,샤브된장국,국&찌개,mfds:290,,,public_api,,,,,,12,5,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:09acb62a-bc1b-4952-9381-41f94a3ee3ef,live_supabase,09acb62a-bc1b-4952-9381-41f94a3ee3ef,완자된장국,국&찌개,mfds:291,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:2355aa20-cb3d-477d-bad8-e74b923b6f13,live_supabase,2355aa20-cb3d-477d-bad8-e74b923b6f13,산나물된장찌개,국&찌개,mfds:292,,,public_api,,,,,,19,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
live_supabase:09a57ada-82f0-4298-8836-80f0ec33c11a,live_supabase,09a57ada-82f0-4298-8836-80f0ec33c11a,토마토요구르트된장국,국&찌개,mfds:293,,,public_api,,,,,,17,6,not_reviewed,not_recorded,unresolved,blocked,,,missing,public_api,,,exposed_by_current_rls
